No,Student ID,Level Cohort,Term No / Semester No,Session,GPA,CGPA,Academic Status,Academic Awards,Credit Hours Earned,Credit Hours Remaining,Credit Hours Progression
1059,0021199,DECE1308,3,201404,2.91,2.81,Good Standing,,44,46,49
1060,0021199,DECE1308,4,201408,2.9,2.84,Good Standing,,62,28,69
1061,0021199,DECE1308,5,201501,2.33,2.8,Good Standing,,66,24,73
1062,0021199,DECE1308,6,201504,2.95,2.84,Good Standing,,86,4,96
1063,0021199,DECE1308,7,201508,3,2.85,Good Standing,,90,0,100
1064,0027268,DECE2004,1,202004,3.53,3.53,Good Standing,Dean's List,17,73,19
1065,0027268,DECE2004,2,202008,2.67,3.13,Good Standing,,35,55,39
1066,0027268,DECE2004,3,202101,2.67,2.96,Good Standing,,52,38,58
1067,0027268,DECE2004,4,202105,3.33,2.99,Good Standing,,56,34,62
1068,0027268,DECE2004,5,202108,2.94,2.98,Good Standing,,75,15,83
1069,0027268,DECE2004,6,202201,3.24,3.01,Good Standing,,86,4,96
1070,0027268,DECE2004,7,202205,2.67,3,Good Standing,,90,0,100
1071,0023733,DECE1708,1,201708,2.67,2.67,Good Standing,,18,72,20
1072,0023733,DECE1708,2,201801,2.78,2.71,Good Standing,,27,63,30
1073,0023733,DECE1708,3,201804,2.81,2.75,Good Standing,,46,44,51
1074,0023733,DECE1708,4,201808,3.1,2.87,Good Standing,,66,24,73
1075,0023733,DECE1708,5,201901,3.67,2.92,Good Standing,,70,20,78
1076,0023733,DECE1708,6,201904,3.07,2.95,Good Standing,,86,4,96
1077,0023733,DECE1708,7,201908,3.67,2.98,Good Standing,,90,0,100
1078,0029371,DECE2301,1,202301,3.07,3.07,Good Standing,,19,71,21
1079,0029371,DECE2301,2,202306,3.38,3.16,Good Standing,,27,63,30
1080,0029371,DECE2301,3,202308,3.25,3.19,Good Standing,,43,47,48
1081,0029371,DECE2301,4,202401,3.29,3.22,Good Standing,,59,31,66
1082,0029371,DECE2301,5,202406,3.37,3.24,Good Standing,,67,23,74
1083,0029371,DECE2301,6,202408,3.27,3.24,Good Standing,,82,8,91
1084,0029371,DECE2301,7,202501,3,3.22,Good Standing,,90,0,100
1085,0031298,DCS2506,1,202506,3.13,3.13,Good Standing,,8,82,9
1086,0026528,DECE1908,1,201908,3.87,3.87,Good Standing,Dean's List,18,72,20
1087,0026528,DECE1908,2,202001,3.63,3.78,Good Standing,,26,64,29
1088,0026528,DECE1908,3,202004,3.63,3.72,Good Standing,Dean's List,44,46,49
1089,0026528,DECE1908,4,202008,3.77,3.73,Good Standing,Dean's List,64,26,71
1090,0026528,DECE1908,5,202101,3.94,3.78,Good Standing,Dean's List,83,7,92
1091,0026528,DECE1908,6,202105,4,3.79,Good Standing,,87,3,97
1092,0026528,DECE1908,7,202108,3.67,3.79,Good Standing,,91,0,100
1093,0028689,DDM2201,1,202201,3.8,3.8,Good Standing,Dean's List,17,73,19
1094,0028689,DDM2201,2,202205,3.17,3.62,Good Standing,,26,64,29
1095,0028689,DDM2201,3,202208,3.93,3.75,Good Standing,Dean's List,43,47,48
1096,0028689,DDM2201,4,202301,3.87,3.79,Good Standing,Dean's List,60,30,67
1097,0028689,DDM2201,5,202306,4,3.82,Good Standing,,69,21,77
1098,0028689,DDM2201,6,202308,3.73,3.8,Good Standing,Dean's List,85,5,94
1099,0028689,DDM2201,7,202401,4,3.81,Good Standing,,91,0,100
1100,0023401,DSW_PT1704,1,201704,3.75,3.75,Good Standing,Dean's List,12,78,13
1101,0023401,DSW_PT1704,2,201708,4,3.88,Good Standing,President's List,24,66,27
1102,0023401,DSW_PT1704,3,201801,3.78,3.86,Good Standing,,30,60,33
1103,0023401,DSW_PT1704,4,201804,3.04,3.67,Good Standing,,42,48,47
1104,0023401,DSW_PT1704,5,201808,3.73,3.68,Good Standing,,54,36,60
1105,0023401,DSW_PT1704,6,201901,3.33,3.64,Good Standing,,60,30,67
1106,0023401,DSW_PT1704,7,201904,3.88,3.67,Good Standing,,70,20,78
1107,0023401,DSW_PT1704,8,201908,3.49,3.64,Good Standing,,83,7,92
1108,0023401,DSW_PT1704,9,202001,3.91,3.67,Good Standing,,90,0,100
1109,0022181,DECE1604,1,201604,2.98,2.98,Good Standing,,17,73,19
1110,0022181,DECE1604,2,201608,3.38,3.17,Good Standing,,36,54,40
1111,0022181,DECE1604,3,201701,3.67,3.24,Good Standing,,40,50,44
1112,0022181,DECE1604,4,201704,3.5,3.34,Good Standing,Dean's List,60,30,67
1113,0022181,DECE1604,5,201708,3.47,3.37,Good Standing,,80,10,89
1114,0022181,DECE1604,6,201801,3.56,3.39,Good Standing,,89,1,99
1115,0022181,DECE1604,7,201804,4,3.42,Good Standing,,93,0,100
1116,0030844,DECE2408,1,202408,3.56,3.56,Good Standing,Dean's List,18,72,20
1117,0030844,DECE2408,2,202501,3.77,3.66,Good Standing,Dean's List,35,55,39
1118,0030844,DECE2408,3,202506,3.88,3.7,Good Standing,,35,55,39
1119,0027936,DECE2105,1,202105,2.5,2.5,Good Standing,,8,82,9
1120,0027936,DECE2105,2,202108,2.64,2.59,Good Standing,,25,65,28
1121,0027936,DECE2105,3,202201,2.02,2.33,Good Standing,,42,48,47
1122,0027936,DECE2105,4,202205,2.33,2.33,Good Standing,,46,44,51
1123,0027936,DECE2105,5,202208,1.96,2.29,Warning,,63,27,70
1124,0027936,DECE2105,6,202301,2.5,2.34,Good Standing,,83,7,92
1125,0027936,DECE2105,7,202306,2.67,2.46,Good Standing,,90,0,100
1126,0026191,DECE1904,1,201904,3.07,3.07,Good Standing,,17,73,19
1127,0026191,DECE1904,2,201908,3.42,3.25,Good Standing,,36,54,40
1128,0026191,DECE1904,3,202001,3.67,3.3,Good Standing,,40,50,44
1129,0026191,DECE1904,4,202004,3.73,3.44,Good Standing,Dean's List,59,31,66
1130,0026191,DECE1904,5,202008,3.43,3.44,Good Standing,,78,12,87
1131,0026191,DECE1904,6,202101,3.67,3.45,Good Standing,,82,8,91
1132,0026191,DECE1904,7,202105,3.75,3.48,Good Standing,,90,0,100
1133,0026144,DECE1904,1,201904,2.13,2.13,Good Standing,,11,79,12
1134,0026144,DECE1904,2,201908,2.42,2.35,Good Standing,,28,62,31
1135,0026144,DECE1904,3,202001,1.75,2.23,Warning,,31,59,34
1136,0026144,DECE1904,4,202004,3.19,2.57,Good Standing,,47,43,52
1137,0026144,DECE1904,5,202008,2.95,2.65,Good Standing,,63,27,70
1138,0026144,DECE1904,6,202101,3.1,2.8,Good Standing,,80,10,89
1139,0026144,DECE1904,7,202105,4,2.86,Good Standing,,84,6,93
1140,0026144,DECE1904,8,202108,3.38,2.96,Good Standing,,91,0,100
1141,0021984,DECE1604,1,201604,3.79,3.79,Good Standing,Dean's List,17,73,19
1142,0021984,DECE1604,2,201608,4,3.89,Good Standing,President's List,36,54,40
1143,0021984,DECE1604,3,201701,4,3.9,Good Standing,,40,50,44
1144,0021984,DECE1604,4,201704,3.9,3.9,Good Standing,Dean's List,60,30,67
1145,0021984,DECE1604,5,201708,3.88,3.9,Good Standing,Dean's List,77,13,86
1146,0021984,DECE1604,6,201801,4,3.91,Good Standing,,86,4,96
1147,0021984,DECE1604,7,201804,4,3.91,Good Standing,,90,0,100
1148,0020661,DECE1504,1,201504,2.81,2.81,Good Standing,,16,74,18
1149,0020661,DECE1504,2,201508,2.56,2.95,Good Standing,,31,59,34
1150,0020661,DECE1504,3,201601,3,2.97,Good Standing,,39,51,43
1151,0020661,DECE1504,4,201604,3.16,3.04,Good Standing,,56,34,62
1152,0020661,DECE1504,5,201608,3.14,3.06,Good Standing,,70,20,78
1153,0020661,DECE1504,6,201701,3,3.06,Good Standing,,74,16,82
1154,0020661,DECE1504,7,201704,3.42,3.11,Good Standing,,86,4,96
1155,0020661,DECE1504,8,201708,3.33,3.12,Good Standing,,90,0,100
1156,0024189,DECE1804,1,201804,3.13,3.13,Good Standing,,18,72,20
1157,0024189,DECE1804,2,201808,3.33,3.24,Good Standing,,38,52,42
1158,0024189,DECE1804,3,201901,4,3.32,Good Standing,,42,48,47
1159,0024189,DECE1804,4,201904,3.41,3.35,Good Standing,,62,28,69
1160,0024189,DECE1804,5,201908,3.35,3.35,Good Standing,,79,11,88
1161,0024189,DECE1804,6,202001,3.75,3.39,Good Standing,,87,3,97
1162,0024189,DECE1804,7,202004,4,3.42,Good Standing,,91,0,100
1163,0030834,DSW_PT2408,1,202408,3.82,3.82,Good Standing,,11,79,12
1164,0030834,DSW_PT2408,2,202501,4,3.9,Good Standing,,20,70,22
1165,0030834,DSW_PT2408,3,202506,4,3.92,Good Standing,,25,65,28
1166,0021232,DECE1404,1,201404,1.85,1.85,Warning,,14,76,16
1167,0021232,DECE1404,2,201408,1.54,1.87,Probation,,25,65,28
1168,0031287,DCS2506,1,202506,3.63,3.63,Good Standing,,8,82,9
1169,0021312,DECE1508,1,201508,3,3,Good Standing,,18,72,20
1170,0021312,DECE1508,2,201601,3.75,3.3,Good Standing,,26,64,29
1171,0021312,DECE1508,3,201604,3.61,3.44,Good Standing,Dean's List,45,45,50
1172,0021312,DECE1508,4,201608,3.82,3.56,Good Standing,Dean's List,62,28,69
1173,0021312,DECE1508,5,201701,3.33,3.54,Good Standing,,66,24,73
1174,0021312,DECE1508,6,201704,3.75,3.6,Good Standing,Dean's List,86,4,96
1175,0021312,DECE1508,7,201708,3.67,3.6,Good Standing,,90,0,100
1176,0021311,DECE1508,1,201508,0,0,Warning,,6,84,7
1177,0025273,DSW_PT1808,1,201808,4,4,Good Standing,,12,78,13
1178,0025273,DSW_PT1808,2,201901,3.84,3.93,Good Standing,,18,72,20
1179,0025273,DSW_PT1808,3,201904,3.63,3.81,Good Standing,,30,60,33
1180,0025273,DSW_PT1808,4,201908,3.87,3.83,Good Standing,,42,48,47
1181,0025273,DSW_PT1808,5,202001,4,3.85,Good Standing,,48,42,53
1182,0025273,DSW_PT1808,6,202004,3.83,3.85,Good Standing,Dean's List,60,30,67
1183,0025273,DSW_PT1808,7,202008,3.85,3.85,Good Standing,,71,19,79
1184,0025273,DSW_PT1808,8,202101,3.85,3.85,Good Standing,,82,8,91
1185,0025273,DSW_PT1808,10,202108,3.67,3.83,Good Standing,,90,0,100
1186,0026250,DECE1908,1,201908,3.4,3.4,Good Standing,,18,72,20
1187,0026250,DECE1908,2,202001,3.5,3.44,Good Standing,,26,64,29
1188,0026250,DECE1908,3,202004,3.46,3.44,Good Standing,,44,46,49
1189,0026250,DECE1908,4,202008,2.74,3.23,Good Standing,,63,27,70
1190,0026250,DECE1908,5,202101,3.08,3.2,Good Standing,,82,8,91
1191,0026250,DECE1908,6,202105,2,3.13,Good Standing,,86,4,96
1192,0026250,DECE1908,7,202108,3.33,3.14,Good Standing,,90,0,100
1193,0028723,DIT2205,1,202205,3.67,3.67,Good Standing,,9,81,10
1194,0028723,DIT2205,2,202208,3.67,3.67,Good Standing,Dean's List,26,64,29
1195,0028723,DIT2205,3,202301,3.6,3.64,Good Standing,Dean's List,43,47,48
1196,0028723,DIT2205,4,202306,3.84,3.67,Good Standing,,51,39,57
1197,0028723,DIT2205,5,202308,3.28,3.55,Good Standing,,69,21,77
1198,0028723,DIT2205,6,202401,3.37,3.51,Good Standing,,85,5,94
1199,0028723,DIT2205,7,202406,3.33,3.5,Good Standing,,91,0,100
1200,0031345,DCS2506,1,202506,3.63,3.63,Good Standing,,8,82,9
1201,0030294,DDM2401,1,202401,3.06,3.06,Good Standing,,17,73,19
1202,0030294,DDM2401,2,202406,3.04,3.05,Good Standing,,25,65,28
1203,0030294,DDM2401,3,202408,3.26,3.14,Good Standing,,42,48,47
1204,0030294,DDM2401,4,202501,3.22,3.16,Good Standing,,60,30,67
1205,0030294,DDM2401,5,202506,3.13,3.16,Good Standing,,68,22,76
1206,0023751,DECE1708,1,201708,3.93,3.93,Good Standing,Dean's List,18,72,20
1207,0023751,DECE1708,2,201801,3.45,3.74,Good Standing,,27,63,30
1208,0023751,DECE1708,3,201804,3.38,3.59,Good Standing,,46,44,51
1209,0023751,DECE1708,4,201808,3.35,3.51,Good Standing,,66,24,73
1210,0023751,DECE1708,5,201901,3.67,3.52,Good Standing,,70,20,78
1211,0023751,DECE1708,6,201904,3.5,3.52,Good Standing,Dean's List,87,3,97
1212,0023751,DECE1708,7,201908,4,3.54,Good Standing,,91,0,100
1213,0021233,DECE1404,1,201404,0.59,0.59,Warning,,6,84,7
1214,0021233,DECE1404,2,201408,1.14,0.92,Probation,,14,76,16
1215,0021233,DECE1404,3,201501,2,1.16,Good Standing,,23,67,26
1216,0021233,DECE1404,4,201504,2.6,1.91,Good Standing,,33,57,37
1217,0021233,DECE1404,5,201508,1.79,2,Dismissal,,49,41,54
1218,0021200,DECE1308,1,201308,2.77,2.77,Good Standing,,16,74,18
1219,0021200,DECE1308,2,201401,3.33,2.97,Good Standing,,25,65,28
1220,0021200,DECE1308,3,201404,2.67,2.86,Good Standing,,44,46,49
1221,0021200,DECE1308,4,201408,3,2.9,Good Standing,,62,28,69
1222,0021200,DECE1308,5,201501,3.33,2.93,Good Standing,,66,24,73
1223,0021200,DECE1308,6,201504,2.92,2.93,Good Standing,,86,4,96
1224,0021200,DECE1308,7,201508,3.67,2.96,Good Standing,,90,0,100
1225,0031122,DDB2501,1,202501,2.9,2.9,Good Standing,,17,73,19
1226,0031454,DECE2506,1,202506,3.5,3.5,Good Standing,,0,90,0
1227,0028474,DECE2201,1,202201,2.98,2.98,Good Standing,,19,71,21
1228,0028474,DECE2201,2,202205,3.12,3.03,Good Standing,,27,63,30
1229,0028474,DECE2201,3,202208,3,3.02,Good Standing,,47,43,52
1230,0028474,DECE2201,4,202301,2.95,3,Good Standing,,67,23,74
1231,0028474,DECE2201,5,202306,3,3,Good Standing,,71,19,79
1232,0028474,DECE2201,6,202308,2.9,2.98,Good Standing,,84,6,93
1233,0028474,DECE2201,7,202401,3.38,3.01,Good Standing,,91,0,100
1234,0023619,DECE1708,1,201708,2.5,2.5,Good Standing,,18,72,20
1235,0023619,DECE1708,2,201801,2.55,2.52,Good Standing,,27,63,30
1236,0023619,DECE1708,3,201804,2.46,2.49,Good Standing,,46,44,51
1237,0023619,DECE1708,4,201808,2.72,2.57,Good Standing,,66,24,73
1238,0023619,DECE1708,5,201901,3,2.6,Good Standing,,70,20,78
1239,0023619,DECE1708,6,201904,2.81,2.64,Good Standing,,87,3,97
1240,0023619,DECE1708,7,201908,3.67,2.69,Good Standing,,91,0,100
1241,0029181,DECE2208,1,202208,1.6,1.6,Warning,,13,77,14
1242,0029181,DECE2208,2,202301,1.68,1.64,Probation,,24,66,27
1243,0029181,DECE2208,3,202306,2,1.67,Good Standing,,28,62,31
1244,0029181,DECE2208,4,202308,2.44,1.88,Good Standing,,44,46,49
1245,0023365,DECE1704,1,201704,2.79,2.79,Good Standing,,17,73,19
1246,0023365,DECE1704,2,201708,3.33,3.09,Good Standing,,36,54,40
1247,0023365,DECE1704,3,201801,2,2.96,Good Standing,,40,50,44
1248,0023365,DECE1704,4,201804,3.44,3.13,Good Standing,,60,30,67
1249,0023365,DECE1704,5,201808,3.22,3.15,Good Standing,,78,12,87
1250,0023365,DECE1704,6,201901,3,3.14,Good Standing,,86,4,96
1251,0023365,DECE1704,7,201904,3.67,3.16,Good Standing,,90,0,100
1252,0023598,DECE1708,1,201708,2.81,2.81,Good Standing,,18,72,20
1253,0023598,DECE1708,2,201801,2.55,2.71,Good Standing,,27,63,30
1254,0023598,DECE1708,3,201804,2.61,2.67,Good Standing,,46,44,51
1255,0023598,DECE1708,4,201808,2.48,2.6,Good Standing,,66,24,73
1256,0023598,DECE1708,5,201901,3,2.63,Good Standing,,70,20,78
1257,0023598,DECE1708,6,201904,2.74,2.65,Good Standing,,86,4,96
1258,0023598,DECE1708,7,201908,3,2.67,Good Standing,,90,0,100
1259,0030015,DECE2308,1,202308,1.94,1.94,Warning,,16,74,18
1260,0030015,DECE2308,2,202401,3.27,2.59,Good Standing,,33,57,37
1261,0030015,DECE2308,3,202406,3.17,2.7,Good Standing,,41,49,46
1262,0030015,DECE2308,4,202408,2.8,2.72,Good Standing,,56,34,62
1263,0030015,DECE2308,5,202501,2.63,2.7,Good Standing,,72,18,80
1264,0030015,DECE2308,6,202506,2.46,2.68,Good Standing,,72,18,80
1265,0022171,DECE1604,1,201604,1.95,1.95,Warning,,14,76,16
1266,0022171,DECE1604,2,201608,1.45,1.97,Probation,,28,62,31
1267,0022171,DECE1604,3,201701,2.45,2.11,Good Standing,,37,53,41
1268,0022171,DECE1604,4,201704,2.4,2.22,Good Standing,,57,33,63
1269,0022171,DECE1604,5,201708,2.08,2.19,Good Standing,,68,22,76
1270,0022171,DECE1604,6,201801,3,2.24,Good Standing,,72,18,80
1271,0022171,DECE1604,7,201804,2.58,2.31,Good Standing,,80,10,89
1272,0022171,DECE1604,8,201808,1.75,2.35,Dismissal,,83,7,92
1273,0022171,DECE1604,9,201901,3,2.39,Good Standing,,87,3,97
1274,0022171,DECE1604,10,201904,2,2.4,Good Standing,,90,0,100
1275,0030395,DECE2406,1,202406,0.92,0.92,Warning,,2,88,2
1276,0030036,DFT2308,1,202308,3.78,3.78,Good Standing,Dean's List,17,73,19
1277,0030036,DFT2308,2,202401,3.69,3.74,Good Standing,Dean's List,34,56,38
1278,0030036,DFT2308,3,202406,3.75,3.74,Good Standing,,42,48,47
1279,0030036,DFT2308,4,202408,3.34,3.62,Good Standing,,60,30,67
1280,0030036,DFT2308,5,202501,3.54,3.6,Good Standing,Dean's List,76,14,84
1281,0030036,DFT2308,6,202506,3.75,3.62,Good Standing,,84,6,93
1282,0029695,DIT2308,1,202308,3.79,3.79,Good Standing,Dean's List,17,73,19
1283,0029695,DIT2308,2,202401,3.49,3.64,Good Standing,,34,56,38
1284,0029695,DIT2308,3,202406,3.79,3.67,Good Standing,,42,48,47
1285,0029695,DIT2308,4,202408,3.89,3.73,Good Standing,Dean's List,60,30,67
1286,0029695,DIT2308,5,202501,3.73,3.73,Good Standing,Dean's List,76,14,84
1287,0029695,DIT2308,6,202506,3.58,3.72,Good Standing,,84,6,93
1288,0030829,DFT2408,1,202408,3.02,3.02,Good Standing,,17,73,19
1289,0030829,DFT2408,2,202501,3.37,3.2,Good Standing,,34,56,38
1290,0030829,DFT2408,3,202506,3.91,3.32,Good Standing,,41,49,46
1291,0027437,DECE2008,1,202008,2.53,2.53,Good Standing,,18,72,20
1292,0027437,DECE2008,2,202101,2.9,2.72,Good Standing,,36,54,40
1293,0027437,DECE2008,3,202105,2.88,2.75,Good Standing,,44,46,49
1294,0027437,DECE2008,4,202108,3,2.82,Good Standing,,63,27,70
1295,0027437,DECE2008,5,202201,2.47,2.72,Good Standing,,83,7,92
1296,0027437,DECE2008,6,202205,2.33,2.7,Good Standing,,87,3,97
1297,0027437,DECE2008,7,202208,3,2.72,Good Standing,,91,0,100
1298,0026899,DECE2001,1,202001,3.5,3.5,Good Standing,,6,84,7
1299,0026899,DECE2001,2,202004,4,3.86,Good Standing,President's List,23,67,26
1300,0026899,DECE2001,3,202008,3.85,3.85,Good Standing,Dean's List,42,48,47
1301,0026899,DECE2001,4,202101,3.65,3.79,Good Standing,Dean's List,60,30,67
1302,0026899,DECE2001,5,202105,4,3.81,Good Standing,,67,23,74
1303,0026899,DECE2001,6,202108,3.85,3.82,Good Standing,Dean's List,87,3,97
1304,0026899,DECE2001,7,202201,3.67,3.82,Good Standing,,91,0,100
1305,0020697,DECE1504,1,201504,1.7,1.7,Warning,,13,77,14
1306,0020697,DECE1504,2,201508,2.33,2.3,Good Standing,,32,58,36
1307,0020697,DECE1504,3,201601,2.33,2.31,Good Standing,,40,50,44
1308,0020697,DECE1504,4,201604,2.57,2.4,Good Standing,,57,33,63
1309,0020697,DECE1504,5,201608,2.21,2.36,Good Standing,,73,17,81
1310,0020697,DECE1504,6,201701,3.33,2.42,Good Standing,,77,13,86
1311,0020697,DECE1504,7,201704,2.58,2.45,Good Standing,,89,1,99
1312,0020697,DECE1504,8,201708,3.33,2.49,Good Standing,,93,0,100
1313,0027060,DECE2001,1,202001,3.84,3.84,Good Standing,,6,84,7
1314,0027060,DECE2001,2,202004,4,3.95,Good Standing,President's List,23,67,26
1315,0027060,DECE2001,3,202008,3.92,3.94,Good Standing,Dean's List,41,49,46
1316,0027060,DECE2001,4,202101,3.96,3.95,Good Standing,Dean's List,57,33,63
1317,0027060,DECE2001,5,202105,4,3.95,Good Standing,,61,29,68
1318,0027060,DECE2001,6,202108,3.94,3.95,Good Standing,Dean's List,78,12,87
1319,0027060,DECE2001,7,202201,4,3.95,Good Standing,,86,4,96
1320,0027060,DECE2001,8,202205,4,3.96,Good Standing,,90,0,100
1321,0021234,DECE1404,1,201404,2.67,2.67,Good Standing,,20,70,22
1322,0021234,DECE1404,2,201408,2.67,2.67,Good Standing,,38,52,42
1323,0021234,DECE1404,3,201501,3.33,2.74,Good Standing,,42,48,47
1324,0021234,DECE1404,4,201504,3.06,2.84,Good Standing,,61,29,68
1325,0021234,DECE1404,5,201508,3.26,2.94,Good Standing,,81,9,90
1326,0021234,DECE1404,6,201601,2.84,2.93,Good Standing,,89,1,99
1327,0021234,DECE1404,7,201604,4,2.98,Good Standing,,93,0,100
1328,0029716,DECE2306,1,202306,3.75,3.75,Good Standing,,8,82,9
1329,0029716,DECE2306,2,202308,3.76,3.76,Good Standing,Dean's List,26,64,29
1330,0029716,DECE2306,3,202401,3.83,3.78,Good Standing,Dean's List,43,47,48
1331,0029716,DECE2306,4,202406,3.5,3.74,Good Standing,,51,39,57
1332,0029716,DECE2306,5,202408,3.8,3.75,Good Standing,Dean's List,66,24,73
1333,0029716,DECE2306,6,202501,3.94,3.79,Good Standing,Dean's List,82,8,91
1334,0029716,DECE2306,7,202506,4,3.81,Good Standing,,82,8,91
1335,0029539,DCS2301,1,202301,2.63,2.63,Good Standing,,17,73,19
1336,0029539,DCS2301,2,202306,3.13,2.79,Good Standing,,25,65,28
1337,0029539,DCS2301,3,202308,2.47,2.66,Good Standing,,42,48,47
1338,0029539,DCS2301,4,202401,2.06,2.48,Good Standing,,57,33,63
1339,0029539,DCS2301,5,202406,3.5,2.6,Good Standing,,65,25,72
1340,0029539,DCS2301,6,202408,3.34,2.81,Good Standing,,77,13,86
1341,0029539,DCS2301,7,202501,3.57,2.88,Good Standing,,84,6,93
1342,0029539,DCS2301,8,202506,2.67,2.86,Good Standing,,90,0,100
1343,0025269,DSW_PT1808,1,201808,2.67,2.67,Good Standing,,12,78,13
1344,0025269,DSW_PT1808,2,201901,3.34,2.93,Good Standing,,18,72,20
1345,0025269,DSW_PT1808,3,201904,3.3,3.08,Good Standing,,30,60,33
1346,0025269,DSW_PT1808,4,201908,3.2,3.12,Good Standing,,42,48,47
1347,0025269,DSW_PT1808,5,202001,3.78,3.21,Good Standing,,48,42,53
1348,0025269,DSW_PT1808,6,202004,3.39,3.25,Good Standing,,60,30,67
1349,0025269,DSW_PT1808,7,202008,3.26,3.25,Good Standing,,71,19,79
1350,0025269,DSW_PT1808,8,202101,3.79,3.33,Good Standing,,82,8,91
1351,0025269,DSW_PT1808,10,202108,3.83,3.38,Good Standing,,90,0,100
1352,0020456,DECE1501,1,201501,3.48,3.48,Good Standing,,9,81,10
1353,0020456,DECE1501,2,201504,3,3.13,Good Standing,,28,62,31
1354,0020456,DECE1501,3,201508,3.12,3.12,Good Standing,,50,40,56
1355,0020456,DECE1501,4,201601,3,3.11,Good Standing,,54,36,60
1356,0020456,DECE1501,5,201604,3.11,3.11,Good Standing,,72,18,80
1357,0020456,DECE1501,6,201608,3.25,3.14,Good Standing,,86,4,96
1358,0020456,DECE1501,7,201701,3.33,3.14,Good Standing,,90,0,100
1359,0023692,DECE1708,1,201708,2.81,2.81,Good Standing,,18,72,20
1360,0023692,DECE1708,2,201801,2.67,2.75,Good Standing,,27,63,30
1361,0023692,DECE1708,3,201804,2.77,2.76,Good Standing,,46,44,51
1362,0023692,DECE1708,4,201808,2.7,2.74,Good Standing,,66,24,73
1363,0023692,DECE1708,5,201901,3.67,2.8,Good Standing,,70,20,78
1364,0023692,DECE1708,6,201904,2.67,2.77,Good Standing,,86,4,96
1365,0023692,DECE1708,7,201908,3.33,2.8,Good Standing,,90,0,100
1366,0028771,DCS2205,1,202205,3.34,3.34,Good Standing,,8,82,9
1367,0028771,DCS2205,2,202208,3.8,3.67,Good Standing,Dean's List,25,65,28
1368,0028771,DCS2205,3,202301,3.73,3.7,Good Standing,Dean's List,42,48,47
1369,0028771,DCS2205,4,202306,3.67,3.69,Good Standing,,50,40,56
1370,0028771,DCS2205,5,202308,3.5,3.63,Good Standing,Dean's List,68,22,76
1371,0028771,DCS2205,6,202401,3.12,3.53,Good Standing,,84,6,93
1372,0028771,DCS2205,7,202406,4,3.56,Good Standing,,90,0,100
1373,0028840,DDM2205,1,202205,1.34,1.34,Warning,,5,85,6
1374,0021256,DECE1408,1,201408,2.96,2.96,Good Standing,,18,72,20
1375,0020619,DECE1504,1,201504,3.44,3.44,Good Standing,,19,71,21
1376,0020619,DECE1504,2,201508,2.98,3.22,Good Standing,,40,50,44
1377,0020619,DECE1504,3,201601,3,3.2,Good Standing,,44,46,49
1378,0020619,DECE1504,4,201604,3,3.13,Good Standing,,62,28,69
1379,0028711,DCS2201,1,202201,0,0,Warning,,2,88,2
1380,0029052,DDB2208,1,202208,3.55,3.55,Good Standing,Dean's List,17,73,19
1381,0029052,DDB2208,2,202301,3.78,3.67,Good Standing,Dean's List,34,56,38
1382,0029052,DDB2208,3,202306,3.88,3.71,Good Standing,,42,48,47
1383,0029052,DDB2208,4,202308,3.61,3.68,Good Standing,Dean's List,60,30,67
1384,0029052,DDB2208,5,202401,3.79,3.7,Good Standing,Dean's List,76,14,84
1385,0029052,DDB2208,6,202406,4,3.73,Good Standing,,84,6,93
1386,0029052,DDB2208,7,202408,4,3.75,Good Standing,,90,0,100
1387,0028848,DCS2205,1,202205,4,4,Good Standing,,9,81,10
1388,0028848,DCS2205,2,202208,4,4,Good Standing,President's List,26,64,29
1389,0028848,DCS2205,3,202301,4,4,Good Standing,President's List,43,47,48
1390,0028848,DCS2205,4,202306,3.84,3.98,Good Standing,,51,39,57
1391,0028848,DCS2205,5,202308,3.95,3.97,Good Standing,Dean's List,69,21,77
1392,0028848,DCS2205,6,202401,3.81,3.93,Good Standing,Dean's List,85,5,94
1393,0028848,DCS2205,7,202406,4,3.94,Good Standing,,91,0,100
1394,0030841,DFT2408,1,202408,3.27,3.27,Good Standing,,17,73,19
1395,0030841,DFT2408,2,202501,2.98,3.13,Good Standing,,34,56,38
1396,0030841,DFT2408,3,202506,3.71,3.23,Good Standing,,41,49,46
1397,0029610,DIT2308,1,202308,3.31,3.31,Good Standing,,17,73,19
1398,0029610,DIT2308,2,202401,3.33,3.32,Good Standing,,34,56,38
1399,0029610,DIT2308,3,202406,3.79,3.41,Good Standing,,42,48,47
1400,0029610,DIT2308,4,202408,3.72,3.51,Good Standing,Dean's List,60,30,67
1401,0029610,DIT2308,5,202501,3.71,3.55,Good Standing,Dean's List,76,14,84
1402,0029610,DIT2308,6,202506,4,3.59,Good Standing,,84,6,93
1403,0030771,DDB2408,1,202408,3.79,3.79,Good Standing,Dean's List,17,73,19
1404,0030771,DDB2408,2,202501,3.88,3.83,Good Standing,Dean's List,34,56,38
1405,0030771,DDB2408,3,202506,4,3.87,Good Standing,,42,48,47
1406,0029911,DFT2306,1,202306,3.33,3.33,Good Standing,,8,82,9
1407,0029911,DFT2306,2,202308,3.2,3.24,Good Standing,,25,65,28
1408,0029911,DFT2306,3,202401,2.88,3.1,Good Standing,,40,50,44
1409,0029911,DFT2306,4,202406,3.63,3.18,Good Standing,,48,42,53
